isin,name,nse_symbol,bse_symbol,cap_bucket,date_of_listing,excluded,exclusion_reason
INE955D01029,Genus Power Infrastructures Limited,GENUSPOWER,GENUSPOWER,small,2005-07-08,True,name matches Utilities heuristic (unverified)
INE007B01023,Geojit Financial Services Limited,GEOJITFSL,GEOJITFSL,small,2005-07-01,True,name matches Financial Services heuristic (unverified)
INE017A01032,The Great Eastern Shipping Company Limited,GESHIP,GESHIP,small,2006-11-27,False,
INE538A01037,GFL Limited,GFLLIMITED,GFLLIMITED,small,1995-05-25,False,
INE534A01028,Grand Foundry Limited,GFSTEELS,GFSTEELS,small,2019-07-22,False,
INE539A01019,GHCL Limited,GHCL,GHCL,small,2003-07-31,False,
INE0PA801013,GHCL Textiles Limited,GHCLTEXTIL,GHCLTEXTIL,small,2023-06-12,False,
INE289B01019,GIC Housing Finance Limited,GICHSGFIN,GICHSGFIN,small,1996-05-08,True,name matches Financial Services heuristic (unverified)
INE947T01022,Globe International Carriers Limited,GICL,,,2026-02-18,True,"listed 201 days ago, below the 365-day minimum"
INE481Y01014,General Insurance Corporation of India,GICRE,GICRE,mid,2017-10-25,True,name matches Financial Services heuristic (unverified)
INE047B01011,Gillanders Arbuthnot & Company Limited,GILLANDERS,GILLANDERS,small,2009-12-14,False,
INE322A01010,Gillette India Limited,GILLETTE,GILLETTE,small,2003-07-30,False,
INE424C01010,Ginni Filaments Limited,GINNIFILA,GINNIFILA,small,1995-05-10,False,
INE162A01010,Gujarat Industries Power Company Limited,GIPCL,GIPCL,small,1995-02-08,True,name matches Utilities heuristic (unverified)
INE265D01015,GKB Ophthalmics Limited,GKB,GKB,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE1AG301022,GK Energy Limited,GKENERGY,GKENERGY,small,2025-09-26,True,"listed 346 days ago, below the 365-day minimum"
INE0V0W01025,Gujarat Kidney And Super Speciality Limited,GKSL,GKSL,small,2025-12-30,True,"listed 251 days ago, below the 365-day minimum"
INE528A01020,GKW Limited,GKWLIMITED,,small,2009-07-20,False,
INE068V01023,Gland Pharma Limited,GLAND,GLAND,small,2020-11-20,False,
INE159A01016,GlaxoSmithKline Pharmaceuticals Limited,GLAXO,GLAXO,mid,2000-12-15,False,
INE935A01035,Glenmark Pharmaceuticals Limited,GLENMARK,GLENMARK,mid,2000-02-07,False,
INE540A01017,Gujarat Lease Financing Limited,GLFL,GLFL,small,1995-02-08,False,
INE291W01037,Global Education Limited,GLOBAL,,small,2020-12-07,False,
INE0URU01010,Globale Tessile Limited,GLOBALE,GLOBALE,small,2024-08-27,False,
INE792H01019,Global Vectra Helicorp Limited,GLOBALVECT,GLOBALVECT,small,2006-10-27,False,
INE581X01021,GLOBE ENTERPRISES (INDIA) LIMITED,GLOBE,,small,2020-10-07,False,
INE0V3U01015,Globe Civil Projects Limited,GLOBECIVIL,GLOBECIVIL,small,2025-07-01,False,
INE615I01010,Globus Spirits Limited,GLOBUSSPR,GLOBUSSPR,small,2009-09-23,False,
INE350Z01018,Gloster Limited,GLOSTERLTD,GLOSTERLTD,small,2024-04-26,False,
INE0TQE01026,Glottis Limited,GLOTTIS,GLOTTIS,small,2025-10-07,True,"listed 335 days ago, below the 365-day minimum"
INE075D01018,GM Breweries Limited,GMBREW,GMBREW,small,1995-08-23,False,
INE131A01031,Gujarat Mineral Development Corporation Limited,GMDCLTD,GMDCLTD,small,1997-12-17,False,
INE541A01023,GMM Pfaudler Limited,GMMPFAUDLR,GMMPFAUDLR,small,2018-03-05,False,
INE776C01039,GMR AIRPORTS LIMITED,GMRAIRPORT,GMRAIRPORT,mid,2006-08-21,False,
INE0CU601026,GMR Power and Urban Infra Limited,GMRP&UI,GMRP&UI,small,2022-03-23,True,name matches Utilities heuristic (unverified)
INE934S01014,GNA Axles Limited,GNA,GNA,small,2016-09-26,False,
INE113A01013,Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC,GNFC,small,1995-05-17,False,
INE207H01018,Gujarat Natural Resources Limited,GNRL,GNRL,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE426D01013,Goa Carbon Limited,GOACARBON,GOACARBON,small,2007-06-05,False,
INE077F01035,GOCL Corporation Limited,GOCLCORP,GOCLCORP,small,2014-06-26,False,
INE0BJS01011,Go Fashion (India) Limited,GOCOLORS,GOCOLORS,small,2021-11-30,False,
INE497S01012,Godavari Biorefineries Limited,GODAVARIB,GODAVARIB,small,2024-10-30,False,
INE260B01028,Godfrey Phillips India Limited,GODFRYPHLP,GODFRYPHLP,mid,1996-07-24,False,
INE03JT01014,Go Digit General Insurance Limited,GODIGIT,GODIGIT,small,2024-05-23,True,name matches Financial Services heuristic (unverified)
INE850D01014,Godrej Agrovet Limited,GODREJAGRO,GODREJAGRO,small,2017-10-16,False,
INE102D01028,Godrej Consumer Products Limited,GODREJCP,GODREJCP,large,2001-06-20,False,
INE233A01035,Godrej Industries Limited,GODREJIND,GODREJIND,mid,2003-02-25,False,
INE484J01027,Godrej Properties Limited,GODREJPROP,GODREJPROP,mid,2010-01-05,False,
INE887G01027,Gokaldas Exports Limited,GOKEX,GOKEX,small,2005-04-27,False,
INE020J01029,Gokul Refoils and Solvent Limited,GOKUL,GOKUL,small,2008-06-04,False,
INE314T01033,Gokul Agro Resources Limited,GOKULAGRO,GOKULAGRO,small,2016-03-11,False,
INE973A01010,Golden Tobacco Limited,GOLDENTOBC,GOLDENTOBC,small,1995-02-08,False,
INE025B01025,Goldiam International Limited,GOLDIAM,GOLDIAM,small,2005-08-29,False,
INE805A01014,AION-TECH SOLUTIONS LIMITED,GOLDTECH,GOLDTECH,small,2001-04-11,False,
INE127I01024,Goodluck India Limited,GOODLUCK,GOODLUCK,small,2015-01-08,False,
INE533A01012,Goodyear India Limited,GOODYEAR,GOODYEAR,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE0L9R01028,Gopal Snacks Limited,GOPAL,GOPAL,small,2024-03-14,False,
INE705X01026,Goyal Aluminiums Limited,GOYALALUM,GOYALALUM,small,2022-11-04,False,
INE177H01039,Godawari Power And Ispat limited,GPIL,GPIL,small,2006-04-25,True,name matches Utilities heuristic (unverified)
INE517F01014,Gujarat Pipavav Port Limited,GPPL,GPPL,small,2010-09-09,False,
INE486R01017,GPT Healthcare Limited,GPTHEALTH,GPTHEALTH,small,2024-02-29,False,
INE390G01014,GPT Infraprojects Limited,GPTINFRA,GPTINFRA,small,2016-07-11,False,
INE361K01017,Gradiente Infotainment Limited,GRADIENTE,,,2026-05-08,True,"listed 122 days ago, below the 365-day minimum"
INE926B01016,Grand Oak Canyons Distillery Limited,GRANDOAK,GRANDOAK,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE101D01020,Granules India Limited,GRANULES,GRANULES,small,2005-06-20,False,
INE371A01025,Graphite India Limited,GRAPHITE,GRAPHITE,small,2003-02-07,False,
INE047A01021,Grasim Industries Limited,GRASIM,GRASIM,large,1995-05-10,False,
INE266D01021,Grauer & Weil India Limited,GRAUWEIL,GRAUWEIL,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE214F01026,Graviss Hospitality Limited,GRAVISSHO,GRAVISSHO,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE024L01027,Gravita India Limited,GRAVITA,GRAVITA,small,2010-11-16,False,
INE224A01026,Greaves Cotton Limited,GREAVESCOT,GREAVESCOT,small,2004-09-09,False,
INE544R01021,Greenlam Industries Limited,GREENLAM,GREENLAM,small,2015-03-02,False,
INE08ZM01014,Greenpanel Industries Limited,GREENPANEL,GREENPANEL,small,2019-10-23,False,
INE461C01038,Greenply Industries Limited,GREENPLY,GREENPLY,small,1996-03-06,False,
INE999K01014,Orient Green Power Company Limited,GREENPOWER,GREENPOWER,small,2010-10-08,True,name matches Utilities heuristic (unverified)
INE536A01023,Grindwell Norton Limited,GRINDWELL,GRINDWELL,small,2006-09-11,False,
INE201P01022,G R Infraprojects Limited,GRINFRA,GRINFRA,small,2021-07-19,False,
INE192H01020,GRM Overseas Limited,GRMOVER,GRMOVER,small,2022-09-07,False,
INE646C01018,The Grob Tea Company Limited,GROBTEA,,small,2016-07-14,False,
INE0HOQ01053,Billionbrains Garage Ventures Limited,GROWW,GROWW,mid,2025-11-12,True,"listed 299 days ago, below the 365-day minimum"
INE137I01015,GRP Limited,GRPLTD,GRPLTD,small,2015-02-12,False,
INE382Z01011,Garden Reach Shipbuilders & Engineers Limited,GRSE,GRSE,small,2018-10-10,False,
INE291A01017,Garware Hi-Tech Films Limited,GRWRHITECH,GRWRHITECH,small,2022-02-03,False,
INE026A01025,Gujarat State Fertilizers & Chemicals Limited,GSFC,GSFC,small,1995-09-06,False,
INE0JSX01015,Global Surfaces Limited,GSLSU,GSLSU,small,2023-03-23,False,
INE713R01022,GSP Crop Science Limited,GSPCROP,GSPCROP,,2026-03-24,True,"listed 167 days ago, below the 365-day minimum"
INE871H01011,GSS Infotech Limited,GSS,GSS,small,2008-03-07,False,
INE586X01012,G-TEC JAINX EDUCATION LIMITED,GTECJAINX,,small,2020-11-13,False,
INE043A01012,GTL Limited,GTL,GTL,small,1995-03-29,False,
INE221H01019,GTL Infrastructure Limited,GTLINFRA,GTLINFRA,small,2006-11-09,False,
INE869I01013,GTPL Hathway Limited,GTPL,GTPL,small,2017-07-04,False,
INE742B01025,Gufic Biosciences Limited,GUFICBIO,GUFICBIO,small,2004-10-19,False,
INE186A01019,Gujarat Alkalies and Chemicals Limited,GUJALKALI,GUJALKALI,small,1997-08-07,False,
INE826C01016,Gujarat Apollo Industries Limited,GUJAPOLLO,GUJAPOLLO,small,2007-06-04,False,
INE844O01030,GUJARAT ENERGY LIMITED,GUJENERGY,GUJENERGY,small,2015-09-15,False,
INE610B01024,Gujarat Raffia Industries Limited,GUJRAFFIA,GUJRAFFIA,small,1996-10-09,False,
INE942C01045,Gujarat Themis Biosyn Limited,GUJTHEM,GUJTHEM,small,2025-02-25,False,
INE635Q01029,Gulf Oil Lubricants India Limited,GULFOILLUB,GULFOILLUB,small,2014-07-31,False,
INE586G01017,GP Petroleums Limited,GULFPETRO,GULFPETRO,small,2004-09-24,False,
INE255D01024,Gulshan Polyols Limited,GULPOLY,GULPOLY,small,2015-01-28,False,
INE251H01024,GVK Power & Infrastructure Limited,GVKPIL,GVKPIL,small,2006-02-27,True,name matches Utilities heuristic (unverified)
INE878A01011,GE Power India Limited,GVPIL,GVPIL,small,2000-04-19,True,name matches Utilities heuristic (unverified)
INE382T01030,GVP Infotech Limited,GVPTECH,,small,2022-09-06,False,
INE200A01026,GE Vernova T&D India Limited,GVT&D,GVT&D,mid,2008-06-30,False,
INE724A01017,Gyftr Limited,GYFTR,GYFTR,small,2026-07-10,True,"listed 59 days ago, below the 365-day minimum"
INE066F01020,Hindustan Aeronautics Limited,HAL,HAL,large,2018-03-28,False,
INE115S01010,Halder Venture Limited,HALDER,HALDER,small,2026-01-19,True,"listed 231 days ago, below the 365-day minimum"
INE506D01020,Haldyn Glass Limited,HALDYNGL,HALDYNGL,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE320X01016,HALEOS LABS LIMITED,HALEOSLABS,HALEOSLABS,small,2017-08-17,False,
INE299D01022,Hampton Sky Realty Limited,HAMPTON,HAMPTON,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE419U01012,Happiest Minds Technologies Limited,HAPPSTMNDS,HAPPSTMNDS,small,2020-09-17,False,
INE330T01021,Happy Forgings Limited,HAPPYFORGE,HAPPYFORGE,small,2023-12-27,False,
INE626Z01029,Hardwyn India Limited,HARDWYN,HARDWYN,small,2022-04-12,False,
INE00EV01017,Hariom Pipe Industries Limited,HARIOMPIPE,HARIOMPIPE,small,2022-04-13,False,
INE544A01019,Harrisons  Malayalam Limited,HARRMALAYA,HARRMALAYA,small,1995-02-08,False,
INE0JUS01029,Harsha Engineers International Limited,HARSHA,HARSHA,small,2022-09-26,False,
INE982F01036,Hathway Cable & Datacom Limited,HATHWAY,HATHWAY,small,2010-02-25,False,
INE473B01035,Hatsun Agro Product Limited,HATSUN,HATSUN,small,2014-06-20,False,
INE176B01034,Havells India Limited,HAVELLS,HAVELLS,mid,2001-03-21,False,
INE293B01029,Sri Havisha Hospitality and Infrastructure Limited,HAVISHA,HAVISHA,small,2000-02-16,False,
INE979B01015,Hawkins Cookers Limited,HAWKINCOOK,HAWKINCOOK,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE550F01049,Hazoor Multi Projects Limited,HAZOOR,HAZOOR,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE640B01021,HB Estate Developers Limited,HBESD,HBESD,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE292B01021,HBL Engineering Limited,HBLENGINE,HBLENGINE,small,2007-01-04,False,
INE638B01025,HB Portfolio Limited,HBPOR,HBPOR,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE550B01022,HB Stockholdings Limited,HBSL,HBSL,small,2018-07-23,False,
INE549A01026,Hindustan Construction Company Limited,HCC,HCC,small,2003-04-01,False,
INE075I01017,Healthcare Global Enterprises Limited,HCG,HCG,small,2016-03-30,False,
INE236A01020,HCL Infosystems Limited,HCL-INSYS,HCL-INSYS,small,1997-01-01,False,
INE860A01027,HCL Technologies Limited,HCLTECH,HCLTECH,large,2000-01-06,False,
INE756I01012,HDB Financial Services Limited,HDBFS,HDBFS,mid,2025-07-02,True,name matches Financial Services heuristic (unverified)
INE127D01025,HDFC Asset Management Company Limited,HDFCAMC,HDFCAMC,large,2018-08-06,True,name matches Financial Services heuristic (unverified)
INE040A01034,HDFC Bank Limited,HDFCBANK,HDFCBANK,large,1995-11-08,True,name matches Financial Services heuristic (unverified)
INE795G01014,HDFC Life Insurance Company Limited,HDFCLIFE,HDFCLIFE,large,2017-11-17,True,name matches Financial Services heuristic (unverified)
INE191I01012,Housing Development and Infrastructure Limited,HDIL,HDIL,small,2007-07-24,False,
INE759V01019,Heads UP Ventures Limited,HEADSUP,HEADSUP,small,2016-12-14,False,
INE019J01013,Health X Platform Limited,HEALTHX,HEALTHX,small,2010-10-05,False,
INE558R01013,HEC Infra Projects Limited,HECPROJECT,,small,2021-12-30,False,
INE545A01024,HEG Limited,HEG,HEG,small,1995-05-10,False,
INE578A01017,HeidelbergCement India Limited,HEIDELBERG,HEIDELBERG,small,1995-03-15,False,
INE0AJG01018,Hemisphere Properties India Limited,HEMIPROP,HEMIPROP,small,2020-10-22,False,
INE694N01015,Heranba Industries Limited,HERANBA,HERANBA,small,2021-03-05,False,
INE978A01027,Heritage Foods Limited,HERITGFOOD,HERITGFOOD,small,1996-11-27,False,
INE158A01026,Hero MotoCorp Limited,HEROMOTOCO,HEROMOTOCO,large,2003-04-11,False,
INE782E01017,Hester Biosciences Limited,HESTERBIO,HESTERBIO,small,2015-03-13,False,
INE0JUI01012,Hexagon Nutrition Limited,HEXAGON,HEXAGON,,2026-06-12,True,"listed 87 days ago, below the 365-day minimum"
INE750M01017,Hexa Tradex Limited,HEXATRADEX,HEXATRADEX,small,2012-04-20,False,
INE093A01041,Hexaware Technologies Limited,HEXT,HEXT,mid,2025-02-19,False,
INE548A01028,HFCL Limited,HFCL,HFCL,small,2011-03-09,False,
INE926X01010,H.G. Infra Engineering Limited,HGINFRA,HGINFRA,small,2018-03-09,False,
INE596H01014,HandsOn Global Management (HGM) Limited,HGM,HGM,small,2006-09-27,False,
INE170I01016,Hinduja Global Solutions Limited,HGS,HGS,small,2007-06-19,False,
INE475B01022,Hikal Limited,HIKAL,HIKAL,small,2001-02-14,False,
INE00RL01028,Highway Infrastructure Limited,HILINFRA,HILINFRA,small,2025-08-12,False,
INE788H01017,Hilton Metal Forging Limited,HILTON,HILTON,small,2007-05-24,False,
INE049A01027,Himatsingka Seide Limited,HIMATSEIDE,HIMATSEIDE,small,1995-02-08,False,
INE074C01013,Hindustan Adhesives Limited,HINDADH,HINDADH,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE038A01020,Hindalco Industries Limited,HINDALCO,HINDALCO,large,1997-01-08,False,
INE227B01019,Hind Aluminium Industries Limited,HINDALUMI,HINDALUMI,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE310C01029,Hindustan Composites Limited,HINDCOMPOS,HINDCOMPOS,small,1996-05-08,False,
INE642Y01029,Hindcon Chemicals Limited,HINDCON,,small,2021-07-05,False,
INE531E01026,Hindustan Copper Limited,HINDCOPPER,HINDCOPPER,small,2010-09-15,False,
INE345A01011,Hindustan Oil Exploration Company Limited,HINDOILEXP,HINDOILEXP,small,2003-09-23,False,
INE094A01015,Hindustan Petroleum Corporation Limited,HINDPETRO,HINDPETRO,mid,1998-06-17,False,
INE030A01027,Hindustan Unilever Limited,HINDUNILVR,HINDUNILVR,large,1995-07-06,False,
INE05AN01011,Hindware Home Innovation Limited,HINDWAREAP,HINDWAREAP,small,2019-12-26,False,
INE267A01025,Hindustan Zinc Limited,HINDZINC,HINDZINC,large,2006-11-21,False,
INE835D01023,Hirect Limited,HIRECT,HIRECT,small,2006-12-26,False,
INE598C01011,Hisar Metal Industries Limited,HISARMETAL,HISARMETAL,small,2017-01-05,False,
INE106T01025,Hi-Tech Pipes Limited,HITECH,HITECH,small,2018-05-07,False,
INE120D01012,Hitech Corporation Limited,HITECHCORP,HITECHCORP,small,2007-12-20,False,
INE127B01011,The Hi-Tech Gears Limited,HITECHGEAR,HITECHGEAR,small,2002-01-21,False,
INE461D01028,HLE Glascoat Limited,HLEGLAS,HLEGLAS,small,2023-02-09,False,
INE102A01024,HLV LIMITED,HLVLTD,HLVLTD,small,1995-07-19,False,
INE0ECP01024,HMA Agro Industries Limited,HMAAGRO,HMAAGRO,small,2023-07-04,False,
INE262A01018,HMT Limited,HMT,HMT,small,2003-08-29,False,
INE871K01015,Hindustan Media Ventures Limited,HMVL,HMVL,small,2010-07-21,False,
INE254N01026,Hindustan Foods Limited,HNDFDS,HNDFDS,small,2023-06-06,False,
INE481N01025,Home First Finance Company India Limited,HOMEFIRST,HOMEFIRST,small,2021-02-03,True,name matches Financial Services heuristic (unverified)
INE0J5401028,Honasa Consumer Limited,HONASA,HONASA,small,2023-11-07,False,
INE671A01010,Honeywell Automation India Limited,HONAUT,HONAUT,small,2003-07-18,False,
INE634A01018,Honda India Power Products Limited,HONDAPOWER,HONDAPOWER,small,2003-04-01,True,name matches Utilities heuristic (unverified)
INE685T01010,Horizon Industrial Parks Limited,HORIZONIND,HORIZONIND,,2026-08-24,True,"listed 14 days ago, below the 365-day minimum"
INE0GSL01024,HP Adhesives Limited,HPAL,HPAL,small,2021-12-27,False,
INE05X901010,Hindprakash Industries Limited,HPIL,HPIL,small,2022-11-07,False,
INE495S01016,HPL Electric & Power Limited,HPL,HPL,small,2016-10-04,True,name matches Utilities heuristic (unverified)
INE400G01011,Hariyana Ship Breakers Limited,HRYNSHP,HRYNSHP,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE019C01026,Himadri Speciality Chemical Limited,HSCL,HSCL,small,2007-03-02,False,
INE0LEG01024,Hy-Tech Engineers Limited,HTEL,HTEL,,2026-09-01,True,"listed 6 days ago, below the 365-day minimum"
INE501G01024,HT Media Limited,HTMEDIA,HTMEDIA,small,2005-09-01,False,
INE703H01016,Hubtown Limited,HUBTOWN,HUBTOWN,small,2007-02-07,False,
INE031A01017,Housing & Urban Development Corporation Limited,HUDCO,HUDCO,mid,2017-05-19,False,
INE275B01026,Huhtamaki India Limited,HUHTAMAKI,HUHTAMAKI,small,2004-10-01,False,
INE965B01022,Hybrid Financial Services Limited,HYBRIDFIN,HYBRIDFIN,small,2022-12-05,True,name matches Financial Services heuristic (unverified)
INE0V6F01027,Hyundai Motor India Limited,HYUNDAI,HYUNDAI,large,2024-10-22,False,
INE126M01010,Indiabulls Limited,IBULLSLTD,IBULLSLTD,small,2011-08-18,False,
INE613B01010,ICDS Limited,ICDSLTD,ICDSLTD,small,1999-11-17,False,
INE520Y01019,Ice Make Refrigeration Limited,ICEMAKE,,small,2020-10-12,False,
INE346A01027,ICICI Prudential Asset Management Company Limited,ICICIAMC,ICICIAMC,large,2025-12-19,True,name matches Financial Services heuristic (unverified)
INE090A01021,ICICI Bank Limited,ICICIBANK,ICICIBANK,large,1997-09-17,True,name matches Financial Services heuristic (unverified)
INE765G01017,ICICI Lombard General Insurance Company Limited,ICICIGI,ICICIGI,mid,2017-09-27,True,name matches Financial Services heuristic (unverified)
INE726G01019,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICIPRULI,mid,2016-09-29,True,name matches Financial Services heuristic (unverified)
INE483B01026,Indo Count Industries Limited,ICIL,ICIL,small,2005-09-12,False,
INE725G01011,ICRA Limited,ICRA,ICRA,small,2007-04-13,False,
INE008A01015,IDBI Bank Limited,IDBI,IDBI,mid,1995-09-20,True,name matches Financial Services heuristic (unverified)
INE669E01016,Vodafone Idea Limited,IDEA,IDEA,mid,2007-03-09,False,
INE349Y01013,Ideaforge Technology Limited,IDEAFORGE,IDEAFORGE,small,2023-07-07,False,
INE092T01019,IDFC First Bank Limited,IDFCFIRSTB,IDFCFIRSTB,mid,2015-11-06,True,name matches Financial Services heuristic (unverified)
INE022Q01020,Indian Energy Exchange Limited,IEX,IEX,small,2017-10-23,False,
INE076C01018,IFB Agro Industries Limited,IFBAGRO,IFBAGRO,small,1996-04-03,False,
INE559A01017,IFB Industries Limited,IFBIND,IFBIND,small,1995-03-29,False,
INE039A01010,IFCI Limited,IFCI,IFCI,small,1995-04-26,False,
INE133Y01011,IFGL Refractories Limited,IFGLEXPOR,IFGLEXPOR,small,2017-11-14,False,
INE188B01013,Igarashi Motors India Limited,IGARASHI,IGARASHI,small,2003-10-09,False,
INE05J901018,Indogulf Cropsciences Limited,IGCL,IGCL,small,2025-07-03,False,
INE0Q9301021,International Gemological Institute Limited,IGIL,IGIL,small,2024-12-20,False,
INE203G01027,Indraprastha Gas Limited,IGL,IGL,small,2003-12-26,True,name matches Utilities heuristic (unverified)
